Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
04.04.2022;09:00;87,6;219,28;253,2;87,6;87,6;478,81;299;179,06;230;87,6;87,6;391,58;230;-;470;230;301,48
04.04.2022;10:00;74,54;206,14;282;74,54;76,37;408,01;282;178,75;221,07;86,59;76,37;360,79;221,07;-;408,01;221,07;221,07
04.04.2022;11:00;68,27;194,95;255,1;68,27;68,27;354,15;255,1;178,27;227,92;86,66;69,95;352,88;227,92;-;354,15;227,92;227,92
04.04.2022;12:00;40,08;186,39;246,3;40,08;40,08;326,48;246,3;177,02;239,94;87,78;64,15;342,2;239,94;-;326,48;326,48;302,76
04.04.2022;13:00;30,98;174,94;217,1;30,98;30,98;308,95;217,1;176,94;230,04;86,37;59,53;336,28;230,04;-;308,95;308,95;270,99
04.04.2022;14:00;25,6;166,09;205;25,6;25,6;293,59;205;176,67;209,11;85,27;56,58;335,42;209,11;-;297,31;209,11;268,47
04.04.2022;15:00;37,56;161,1;180,1;37,56;37,56;286,9;180,1;174,34;206,92;87,69;48,38;325,64;206,92;-;298,31;206,92;206,92
04.04.2022;16:00;47,24;169,48;199,46;47,24;48,4;267,81;249,9;175,9;209,95;87,74;48,4;319,51;209,95;-;309,76;209,95;209,95
04.04.2022;17:00;69,78;176,8;235,07;69,78;68,62;276,98;272,8;175,89;186,02;87,82;68,62;317,18;186,02;-;303,31;186,02;205
04.04.2022;18:00;69,93;195,57;273,8;69,93;69,93;319,63;273,8;175,86;230,07;86,54;69,93;351,76;230,07;-;319,63;230,07;243,07
04.04.2022;19:00;74,86;203,31;249,9;74,86;74,86;372,01;249,9;176,39;244,94;103,82;74,86;369,9;244,94;-;372,01;280,1;372,01
04.04.2022;20:00;74,52;204,54;259,9;74,52;72,74;378,9;259,9;176,87;239,91;104,9;72,74;369,64;239,91;-;378,9;239,91;260,08
04.04.2022;21:00;69,96;179,33;259,9;69,96;63,43;345,27;259,9;176,95;170,02;87,82;63,43;355,91;120;-;345,27;170,02;170,02
04.04.2022;22:00;72,98;179,57;250,5;72,98;55,89;341,1;250,5;176,91;165,06;91,25;55,89;350,12;165,06;-;341,1;165,06;165,06
04.04.2022;23:00;50,09;153,18;177,6;50,09;48,31;325,33;177,6;171,92;150,18;80,73;48,31;345,81;109,13;-;313,03;150,18;150,18
05.04.2022;00:00;23,53;125,44;20,89;23,53;17,44;292,5;204,87;173,34;150,19;78,77;17,44;308,12;92,8;-;292,5;150,19;150,19
05.04.2022;01:00;30;119,74;19,14;30;17,02;271,64;195,6;172,88;114,78;75,54;17,02;300,53;103;-;271,64;114,78;134,02
05.04.2022;02:00;35,09;110,45;17,2;35,09;16,94;276,94;179,9;172,67;87,4;62,74;16,94;286,34;62,74;-;270;87,4;110,77
05.04.2022;03:00;42,35;110,59;25,74;42,35;17,5;269,76;179,39;172,92;91,63;60,39;17,5;278,92;60,39;-;265;91,63;109,84
05.04.2022;04:00;74,53;120,65;21,09;74,53;19,22;264,25;207;173,47;116,76;76,38;19,22;278,85;76,38;-;264,25;116,76;118,55
05.04.2022;05:00;83,97;135,06;42,61;83,97;30,9;273,31;222,5;174,12;121,02;85,31;30,9;300,02;121,02;-;273,31;121,02;150,21
05.04.2022;06:00;163,27;184,05;169,91;163,27;64,99;316,11;239,9;179,31;200,03;95,11;64,99;330,95;200,03;-;316,11;268,1;200,03
05.04.2022;07:00;220,07;225,3;228,3;220,07;122,06;372,27;282;182,57;261,86;122,06;122,06;344,97;220,07;-;372,27;261,86;261,86
05.04.2022;08:00;232,03;250,5;223,2;232,03;186,15;448,9;300;186,15;291,22;119,64;186,15;349,99;232,03;-;448,9;291,22;291,22
05.04.2022;09:00;229,51;234,77;280,73;184;118,9;414,14;301,85;184;279,8;118,9;118,9;351,69;229,51;-;414,14;279,8;279,8
05.04.2022;10:00;227;223,12;280,73;182,6;108,79;345,42;312,8;182,6;261,38;108,79;108,79;335,46;227;-;336;261,38;261,38
05.04.2022;11:00;230,09;213,47;280,73;176,26;100,35;325,22;270;181,53;256,19;100,35;100,35;327,11;230,09;-;316,05;256,19;256,19
05.04.2022;12:00;214,24;199,92;223,2;175,67;72,68;334,99;271,5;180,92;247,94;88,66;72,68;316,67;214,24;-;270,31;247,94;221,04
05.04.2022;13:00;222,98;189,64;229,74;175,75;54,89;301,79;228,8;181;243,58;95,45;54,89;297,22;222,98;-;270,31;243,58;222,98
05.04.2022;14:00;208,49;174,53;220;175,7;27,62;283,67;188,78;180,95;230,1;90,15;27,62;286,7;208,49;-;275,88;230,1;208,49
05.04.2022;15:00;222,97;178,59;212;169,49;34,9;279,27;209,47;179,75;239,56;105,74;34,9;276,41;222,97;-;275,88;239,56;222,97
05.04.2022;16:00;224,41;177,15;236,86;108,86;32,29;275,88;230,8;181,83;240,06;107,91;32,29;277,5;224,41;-;275,88;240,06;224,41
05.04.2022;17:00;262,21;195,14;262,83;139,92;51,21;274,27;262,1;183,08;264,99;114,89;49,87;281,21;262,21;-;274,27;264,99;262,21
05.04.2022;18:00;278,24;230,69;281,12;199,94;199,94;285,4;284,36;186,19;280,28;116,53;118,64;306,95;278,24;-;285,4;280,28;280,28
05.04.2022;19:00;309,93;269,69;309,93;251,03;251,03;309,93;309,93;189,56;309,93;202;189,56;333,8;309,93;-;328,9;309,93;309,93
05.04.2022;20:00;277,91;258,96;250,1;261,56;261,56;306,68;261,56;199,98;283,9;214,3;199,98;330,98;277,91;-;360;283,9;283,9
05.04.2022;21:00;226,47;226,52;225,62;226,47;226,47;300,69;243,95;194,1;244,99;131,86;145,01;326,05;226,47;-;300,69;244,99;244,99
05.04.2022;22:00;189,65;197,7;223,2;189,65;189,65;291,22;213,29;186,98;214,33;132,47;26,22;318,01;189,65;-;291,22;214,33;214,33
05.04.2022;23:00;163,64;169,18;145,12;163,64;163,64;285;140;181,87;183,88;112,39;21,27;300,51;163,64;-;280,5;183,88;183,88
06.04.2022;00:00;112,87;159,95;170,62;112,87;112,87;278,11;199,9;179,48;156,01;101,9;60,08;274,76;112,87;-;278,11;180;156,01
06.04.2022;01:00;140;159,73;145,47;140;140;265;166,41;171,91;169,47;97,78;60,08;260,87;140;-;265;180;169,47
06.04.2022;02:00;126,56;158,98;165;126,56;126,56;259,5;162,46;169,96;160,38;99,79;99,79;252,23;126,56;-;259,5;180;160,38
06.04.2022;03:00;121,67;142,7;44,06;121,67;121,67;252;154,9;167,93;147,14;99,7;99,7;239,21;121,67;-;252;147,14;147,14
06.04.2022;04:00;126,59;143,39;40,1;126,59;126,59;254,5;140;165,07;151,54;104,97;104,97;236,39;126,59;-;254,5;151,54;151,54
06.04.2022;05:00;118,48;152,93;100;118,48;118,48;265,27;149,9;168,1;156,99;118,48;118,48;249,53;118,48;-;265,27;240;190,06
06.04.2022;06:00;165,6;190,83;158,6;165,6;165,6;290,92;176,55;174,45;213;134,45;165,6;288,78;165,6;-;290,92;280;230,51
06.04.2022;07:00;177,84;209,45;155,13;177,84;177,84;350;207,4;179,98;224,99;144,78;177,84;330,33;177,84;-;350;280;320,56
06.04.2022;08:00;175,3;219,4;185;175,3;179,61;395,15;199,41;180,54;227,88;151,24;179,61;360,1;179,61;-;395,15;240,1;232,02
06.04.2022;09:00;159,36;196,58;159,36;159,36;159,36;340;182,49;176,65;195,15;139,37;159,36;331,95;159,36;-;340;195,15;195,15
06.04.2022;10:00;95,69;166,09;158;95,69;100,04;316,62;180;174,75;160,1;113,97;100,04;313,84;113,97;-;316,62;160,1;160,1
06.04.2022;11:00;74,86;162,36;180;74,86;77,08;298,75;180;174,3;163,02;106,37;77,08;291,46;163,02;-;298,75;163,02;163,02
06.04.2022;12:00;77,8;148,8;77,8;77,8;79,71;291,23;167,31;172,84;157,03;91,54;79,71;284,76;157,03;-;278,76;157,03;157,03
06.04.2022;13:00;74,73;149,44;145;74,73;74,73;275,76;164,9;171,77;147;97,24;74,73;271,01;147;-;271,5;147;147
06.04.2022;14:00;71,98;144,24;136,66;71,98;71,98;265,15;177,3;173,53;137,91;93,91;71,98;248,37;137,91;-;265,15;147;137,91
06.04.2022;15:00;74,75;141,63;95,1;74,75;74,75;253,75;178,48;172,77;144,02;92,91;74,75;252,61;144,02;-;253,75;144,02;144,02
06.04.2022;16:00;74,81;141,58;74,81;74,81;74,81;234,94;178,72;173;150,86;99,46;74,81;270,34;150,86;-;255,44;150,86;150,86
06.04.2022;17:00;126,26;163,5;146,83;126,26;126,26;198,94;222,21;174,14;155,75;123,55;126,26;272,01;126,26;-;258,72;155,75;155,75
06.04.2022;18:00;165,54;184,89;179,3;165,54;165,54;203,38;219,9;174,83;176,54;142,37;165,54;275,3;165,54;-;268,72;176,54;176,54
06.04.2022;19:00;178,43;203,86;178,56;178,43;178,43;228,93;240,1;179,05;221,75;162,08;178,43;275;221,75;-;291,25;221,75;221,75
06.04.2022;20:00;171;198,94;140;171;171;277,47;250,07;176,47;194,77;165,28;171;276,46;194,77;-;335;194,77;194,77
06.04.2022;21:00;132,42;173,06;130;132,42;132,42;277,1;223,92;174,54;164,23;129,65;132,42;272,64;134,34;-;277,1;164,23;164,23
06.04.2022;22:00;109,11;146,46;38,74;109,11;109,11;262,38;206,39;175,21;140,66;109,11;109,11;242,18;109,11;-;262,38;140,66;140,66
06.04.2022;23:00;60,37;122,16;60,37;60,37;60,37;249,59;128,72;171,99;125,04;98,6;60,37;229,69;98,6;-;249,59;125,04;125,04
07.04.2022;00:00;73,02;121,4;10,76;73,02;71,27;249,24;202,1;172,82;109,53;81,73;71,27;211,94;81,73;-;249,24;109,53;109,53
07.04.2022;01:00;67,74;109,73;5,21;67,74;66,11;221,78;165,63;171,1;99,49;72,17;66,11;199,51;72,17;-;221,93;99,49;99,49
07.04.2022;02:00;59,64;101,63;-13,01;59,64;59,64;203,77;164,03;169,45;89,22;69,23;59,64;187,07;69,23;-;218,5;89,22;89,22
07.04.2022;03:00;67,58;103,23;27,56;67,58;67,58;172,6;160,1;166,68;89,18;71,48;67,58;173,76;71,48;-;218,09;89,18;89,18
07.04.2022;04:00;73,58;103,36;66,58;73,58;73,58;129,15;149,92;165,9;85,09;74,79;73,58;169,97;74,79;-;218,5;85,09;85,09
07.04.2022;05:00;74,13;113,59;80;74,13;74,13;174,37;160,69;166;96,63;86,53;74,13;188,75;74,13;-;224,94;96,63;138,41
07.04.2022;06:00;74,5;132,18;13,89;87,07;87,07;224,76;175,11;169,51;148,78;96,92;87,07;215,01;148,78;-;259,04;148,78;148,78
07.04.2022;07:00;90,03;163,5;37,59;136,61;136,61;264,22;244;171,73;185,34;100,22;136,61;248,98;136,61;-;271;185,34;252,15
07.04.2022;08:00;113,23;176,61;113,23;113,23;151,41;270;268,35;172,2;182,94;100,22;151,41;268,35;151,41;-;304,6;182,94;280,47
07.04.2022;09:00;77,35;156,1;110;77,35;95,96;268,3;274;171,13;162,72;95,96;95,96;269,75;95,96;-;268,3;162,72;205
07.04.2022;10:00;71,93;151,07;147,01;71,93;90,42;254;251,9;171,13;148,77;90,42;90,42;255,31;90,42;-;254,8;154,95;148,77
07.04.2022;11:00;71,94;138,56;83,53;71,94;87,16;229,14;219,7;170,56;148,74;87,16;87,16;251,9;87,16;-;242,49;185;148,74
07.04.2022;12:00;77,38;130,8;71,8;77,38;80,09;230,13;174,72;169,13;148,77;86,68;80,09;233,29;86,68;-;230,13;185;148,77
07.04.2022;13:00;70,38;125,54;82,81;70,38;70,38;229,42;150;167,59;143;84,67;70,38;227,61;84,67;-;229,42;143;143
07.04.2022;14:00;70,15;115,36;66,07;70,15;70,15;225,15;70,15;168,28;138,41;84,9;70,15;220,68;84,9;-;231,5;143;138,41
07.04.2022;15:00;73,35;115,92;74,19;73,35;73,35;172,3;89,9;168,58;148,77;86,91;73,35;227,5;86,91;-;229,14;148,77;148,77
07.04.2022;16:00;74,82;125,66;90,89;74,82;74,82;180,1;149,9;168,7;166,2;87,68;74,82;226,7;87,68;-;233,73;185;166,2
07.04.2022;17:00;80,91;134,72;101,3;80,91;80,91;170,7;190,34;170,84;189,92;87,63;80,91;220,05;108,45;-;229,58;189,92;189,92
07.04.2022;18:00;82,06;148,68;133,4;82,06;82,06;192,98;245,1;171,92;177,44;87,91;82,06;227,96;152,58;-;236,1;192,7;177,44
07.04.2022;19:00;94,41;160,3;115,13;94,41;94,41;193,5;269,9;171,7;185;104,52;92,15;257,54;185;-;277,5;277,5;277,5
07.04.2022;20:00;79,56;167,38;221,09;79,56;79,56;268,3;300;172,65;145,36;111,75;75,16;267,78;120;-;277,5;277,5;277,5
07.04.2022;21:00;65,45;150,07;183;65,45;65,45;266,75;278,8;172,5;134,29;87,62;54,68;254,56;87,62;-;266,75;192,7;217,54
07.04.2022;22:00;69,19;136,14;100;69,19;69,19;249,99;262;171,41;115,77;87,63;45,08;239,61;87,63;-;249,99;183;202,3
07.04.2022;23:00;27,35;107,35;45,83;27,35;27,35;228,38;197;171,24;124,94;78;27,35;226,04;27,35;-;228,38;130;148,75
08.04.2022;00:00;2,02;90,3;39,35;2,02;14,33;218,98;174,43;168,85;56,49;70,11;14,33;220,06;14,33;-;220,75;220;138,41
08.04.2022;01:00;1,03;85,36;37,47;1,03;8,42;183,67;162,45;167,82;47,38;61,8;8,42;213,1;47,38;-;214,51;185;101,95
08.04.2022;02:00;1,02;87,09;36,71;1,02;2,11;214,51;161,25;166,58;54,5;54,5;2,11;210,21;54,5;-;214,51;130;80
08.04.2022;03:00;2,47;83,29;41,12;2,47;2,47;213,07;172,82;167,29;55,63;53,12;2,47;200,78;5;-;213,07;130;78,51
08.04.2022;04:00;8,58;95,5;148,45;8,58;8,79;214,71;173,65;168,09;54,75;57,95;8,79;197,92;8,79;-;214,71;130;92,34
08.04.2022;05:00;44,51;115,18;170,08;44,51;19,85;209,41;222;169,51;81,47;73,66;19,85;212,14;44,51;-;216,3;185;111,98
08.04.2022;06:00;95,37;157,06;291,9;95,37;49,34;248,54;249,9;171,05;138,94;95,37;49,34;242,59;95,37;-;330;264,11;138,94
08.04.2022;07:00;147,26;190,56;338,3;147,26;92,44;260,42;282,2;171,77;183,13;92,44;92,44;288,55;147,26;-;330;296,98;183,13
08.04.2022;08:00;150;206,59;409,04;150;95,87;302,05;299,9;172,1;201,19;95,87;95,87;300,56;150;-;340;314,65;201,19
08.04.2022;09:00;87;181,26;304;87;84,91;333,2;308;171,77;150,74;84,91;84,91;297,44;87;-;333,2;220;150,74
08.04.2022;10:00;81,85;171,02;296,96;81,85;81,85;340;249,9;170,32;131,56;81,85;81,85;283,25;81,85;-;340;220;131,56
08.04.2022;11:00;86,54;163,32;233,16;86,54;84,42;330;222;169,37;143,16;84,42;84,42;272,47;86,54;-;330;260;143,16
08.04.2022;12:00;88,19;151,21;215,96;88,19;64,26;284,68;222;168,21;125,64;83,29;64,26;258,58;88,19;-;284,68;220;125,64
08.04.2022;13:00;91,41;144,97;210,9;91,41;41,68;268,34;230;167,1;132,8;81,76;41,68;237,6;91,41;-;268,34;185;132,8
08.04.2022;14:00;130,77;151,85;253,9;130,77;25,95;236,8;229,9;166,2;159,92;81,55;25,95;228,59;130,77;-;236,8;182;138,41
08.04.2022;15:00;166,11;154,5;203,73;166,11;34,9;210,46;232,6;168,42;175,63;84,9;34,9;221,7;166,11;-;230,36;175,63;175,63
08.04.2022;16:00;186,11;149,27;186,11;169,51;30,56;186,11;186,11;171,02;186,11;86,71;30,56;223,03;186,11;-;249,55;186,11;186,11
08.04.2022;17:00;202,31;170,66;202,31;171,03;100,16;202,31;202,31;171,03;202,31;100,16;100,16;223,17;202,31;-;265,89;202,31;202,31
08.04.2022;18:00;229,9;179,91;229,9;172,67;102,78;229,9;229,9;172,67;229,9;118,1;25,69;237,62;229,9;-;316;229,9;229,9
08.04.2022;19:00;267,77;213,34;267,77;173,62;173,62;267,77;267,77;173,62;267,77;188,63;34,91;263,46;267,77;-;332;267,77;267,77
08.04.2022;20:00;259,04;212,71;259,04;176,48;176,48;259,04;259,04;176,48;259,04;213,2;26,06;275,86;259,04;-;346,27;259,04;259,04
08.04.2022;21:00;221,8;199,3;259,04;177,09;177,09;252,08;254,53;177,09;233,96;146,47;25,36;267,83;221,8;-;330;233,96;233,96
08.04.2022;22:00;189,8;175,43;236,02;188,49;40;248,58;246,63;176,07;205,59;128,15;22,93;247,51;189,8;-;330;205,6;205,59
08.04.2022;23:00;159,98;162,04;239;159,98;20,64;239,91;249,35;172,4;182,25;108,56;20,64;229,68;159,98;-;271;182,25;182,25
09.04.2022;00:00;119,25;149,73;215;119,25;25,58;244,12;218,1;171,82;148,62;119,25;25,58;240,44;119,25;-;244,12;148,62;148,62
09.04.2022;01:00;110,6;137,28;155;110,6;25,64;235,7;194,26;166,11;140;110,6;25,64;235,97;110,6;-;235,7;140;140
09.04.2022;02:00;92,51;129,58;139,57;92,51;25,66;236,91;197,82;164,79;126,31;92,51;25,66;231,12;92,51;-;236,91;126,31;126,31
09.04.2022;03:00;83,22;125,81;134,77;83,22;26,4;232;218,1;164,94;117,42;83,22;26,4;214,18;83,22;-;232;117,42;117,42
09.04.2022;04:00;79,12;123,79;130,6;79,12;30,19;233,35;206,6;165,24;115;79,74;30,19;212,56;79,12;-;233,35;115;115
09.04.2022;05:00;76,14;124,85;126,2;76,14;33,76;236,91;212,6;165,61;111,48;79,09;33,76;221,63;76,14;-;236,91;111,48;111,48
09.04.2022;06:00;76,56;131,04;175,1;76,56;31,64;236,21;218,99;166,16;119,88;76,56;31,64;232,19;76,56;-;237,36;119,88;119,88
09.04.2022;07:00;88,15;142,84;220,1;88,15;28,95;237,38;239,38;167,04;129,85;88,15;28,95;255,15;88,15;-;250,77;129,85;129,85
09.04.2022;08:00;82,9;145,22;171,01;82,9;35,22;237,18;283,54;169,99;131,87;90,56;35,22;269,37;90,56;-;258,14;131,87;131,87
09.04.2022;09:00;69,72;127,02;73,18;69,72;36,11;263;184,47;168,06;115,23;89,42;36,11;272,53;89,42;-;263;115,23;134,02
09.04.2022;10:00;25,14;102,29;21,89;25,14;25,36;240;146,31;165,91;68,36;68,36;25,36;270,1;68,36;-;240;68,36;131,01
09.04.2022;11:00;5,04;82,86;2,65;5,04;21,8;232,25;49;165,29;43,42;65,66;21,8;261,13;43,42;-;232,25;43,42;134,02
09.04.2022;12:00;-0,01;79,14;-24,86;-0,01;22,2;234,02;0;164,76;71,75;71,75;22,2;236,96;71,75;-;224,53;110;126,75
09.04.2022;13:00;-0,28;79,24;-16,45;-0,28;1,47;230;-0,28;164,48;110;68,09;21,73;224,8;68,09;-;196,03;110;110
09.04.2022;14:00;-2,49;74,1;-17,97;-2,49;1,44;221,01;-2,49;164,35;110;64,43;20,69;205,11;51,05;-;187,6;110;110
09.04.2022;15:00;-0,1;75,28;-13,38;-0,1;1,42;186,4;-0,1;163,77;125,08;74,55;20,72;195,21;74,55;-;186,4;125,08;125,08
09.04.2022;16:00;-0,03;90,58;24,45;-0,03;19,01;184,67;126;163,58;130,1;84,91;19,01;194,73;50;-;184,67;130,1;130,1
09.04.2022;17:00;1,98;109,53;153,87;1,98;22,44;217,1;170,36;164,91;134,02;88,85;22,44;206,44;22,44;-;217,1;134,02;134,02
09.04.2022;18:00;75,81;139,02;209,37;75,81;36,31;238,04;245,4;165,97;112,78;85,38;36,31;238,47;85,38;-;238,04;112,78;134,05
09.04.2022;19:00;96,97;155,08;250;96,97;39,93;260,56;246,4;166,49;142,63;96,97;39,93;269,03;96,97;-;280;142,63;223,73
09.04.2022;20:00;105;166,59;286;105;34,61;294,88;285;166,23;139,01;105;34,61;277,12;105;-;301,71;139,01;209,92
09.04.2022;21:00;90,95;165,13;267,7;90,95;35,4;294,88;329,9;166,02;129,85;90,95;35,4;284,45;90,95;-;294,88;129,85;138,41
09.04.2022;22:00;89,77;155,9;258,11;89,77;29,13;284,75;278,2;165,99;119,75;89,77;29,13;280,57;89,77;-;271,89;119,75;134,05
09.04.2022;23:00;69,88;151,33;262,78;69,88;27;287,84;293,94;165,59;104,48;84,92;27;271,31;69,88;-;268,31;104,48;117,85
10.04.2022;00:00;70,96;149,91;273,73;70,96;25,49;282,48;299,9;166,4;95,75;70,96;25,49;266,84;70,96;-;273,1;95,75;95,75
10.04.2022;01:00;26,15;126,07;240,19;26,15;24,57;266,3;240;166,34;50,68;61,78;24,57;260,08;26,15;-;266,3;50,68;50,68
10.04.2022;02:00;24,59;130,49;241,72;24,59;24;270,93;264,02;166,3;61,27;52,23;24;254,28;52;-;270,93;61,27;61,27
10.04.2022;03:00;25,67;121,31;218,36;25,67;23,72;256,79;249,9;166,3;52,27;49,35;23,72;242,62;25,67;-;256,79;52,27;52,27
10.04.2022;04:00;40,04;119,32;200;40,04;23,7;246,89;230;166,31;64;46,42;23,7;231,47;40,04;-;246,89;64;64
10.04.2022;05:00;36,85;118,61;205,9;36,85;24,65;239,91;228;166,36;60,17;49,35;24,65;232,01;36,85;-;239,91;60,17;60,17
10.04.2022;06:00;25,95;118,84;226,62;25,95;23,53;250,41;224;166,39;51,65;49,16;23,53;240,03;25,95;-;250,41;51,65;51,65
10.04.2022;07:00;45,02;120,96;193,17;45,02;25,28;249,53;220,8;166,38;64,44;49,08;25,28;242,5;49,08;-;249,53;64,44;64,44
10.04.2022;08:00;35,76;117,49;191,19;35,76;26,49;249,53;217,7;166,6;56,17;47,48;26,49;227,49;47,48;-;238;56,17;56,17
10.04.2022;09:00;22,23;99,81;81,1;22,23;21,93;228,3;183,69;166,44;60,04;44,77;21,93;222,76;44,77;-;228,3;60,04;60,04
10.04.2022;10:00;12,29;90,6;112,78;12,29;12,59;226;148,92;165,59;33,72;29,11;12,59;213,95;29,11;-;226;33,72;33,72
10.04.2022;11:00;13;74,34;79,13;13;13;217,43;44,9;165,42;30;21,58;13;198,69;21,58;-;217,43;30;30
10.04.2022;12:00;5,31;64,51;65,22;5,31;5,31;220;5,31;164,77;22,08;19,4;8,75;184,72;8,75;-;220;82,21;22,08
10.04.2022;13:00;0,1;52,82;99,83;0,1;1,42;186,72;0,1;164,73;12,53;19,41;8,44;78,89;8,8;-;139,99;12,53;8,8
10.04.2022;14:00;0,09;30,85;40,51;0,09;1,39;75,09;0,09;163,6;5,13;25,52;5,13;17,68;5,13;-;75,09;5,13;5,13
10.04.2022;15:00;0,42;31,98;34,53;0,42;5;38,87;58,25;162,61;5;25,35;5;11,71;5;-;38,87;5;5
10.04.2022;16:00;8,52;55,09;80;8,52;8,52;89,72;129,78;164,01;18,36;53,54;8,52;36,46;8,52;-;89,72;18,36;8,52
10.04.2022;17:00;71,03;110,72;193,8;71,03;14,86;145,24;218,8;166,2;91,09;73,59;14,86;157,37;71,03;-;145,24;91,09;91,09
10.04.2022;18:00;139,9;158,2;278,72;139,9;24,35;219,7;270,02;170;164,03;86,27;24,35;222,93;139,9;-;219,7;164,03;139,9
10.04.2022;19:00;233,51;189,72;274,28;200,12;29,91;257,1;269,1;173,1;240,57;113,21;29,91;266,06;233,51;-;257,1;240,57;240,57
10.04.2022;20:00;252,18;200,56;304,6;174,96;27,93;283,12;297,04;174,96;260,4;129,39;27,93;273,69;252,18;-;283,12;260,4;260,4
10.04.2022;21:00;239,54;188,96;274,27;176,73;24,51;260;268,9;176,73;244,99;117,53;24,51;270,81;239,54;-;260;244,99;239,54
10.04.2022;22:00;238,28;178,09;250,88;176,56;14,62;245,57;248;176,56;239,98;102,44;14,62;251,5;238,28;-;245,57;239,98;238,28
10.04.2022;23:00;224,3;164,77;224,3;175,54;12,96;224,3;224,3;175,54;224,3;86,33;12,96;227,6;224,3;-;224,3;224,3;224,3
11.04.2022;00:00;182,38;171,92;272,35;182,38;39,91;233,45;276,19;176,99;196,95;88,49;22,66;219,35;182,38;-;233,45;196,95;182,38
11.04.2022;01:00;184,98;164,43;244,25;184,32;38,25;218,67;246,8;178,97;194,82;86,94;20,2;210,5;184,98;-;218,67;194,82;184,98
11.04.2022;02:00;184,6;162,22;237,96;184,22;43,23;214,97;233,1;178,88;193,46;87,04;21,78;205,13;184,6;-;214,97;193,46;184,6
11.04.2022;03:00;185,68;156,14;212,44;185,29;39,99;200,92;210;179,92;190,12;88,75;24,52;199,91;185,68;-;200,92;190,12;185,68
11.04.2022;04:00;195,55;154,63;195,55;186,7;27,6;195,55;195,55;181,29;195,55;89,62;25,87;212,13;195,55;-;211,3;195,55;195,55
11.04.2022;05:00;220,56;172,35;220,56;182,25;44,55;220,56;220,56;183,91;220,56;119,27;35,84;227,21;220,56;-;227,13;220,56;220,56
11.04.2022;06:00;264,91;226;264,91;200,06;200,06;264,91;264,91;187,31;264,91;130,47;169,14;274,4;264,91;-;264,91;264,91;264,91
11.04.2022;07:00;299,93;273,7;299,93;299,93;299,93;299,93;299,93;204,75;299,93;141,67;255,01;309,8;299,93;-;299,93;299,93;299,93
11.04.2022;08:00;285,03;272,65;285,03;285,03;285,03;285,03;285,03;275,91;285,03;142,15;275,91;309,96;285,03;-;285,03;285,03;285,03
11.04.2022;09:00;255;237,79;255;255;255;255;255;217,39;255;120,38;217,39;275,54;255;-;255;255;255
11.04.2022;10:00;214,92;206,49;214,92;214,92;214,92;214,92;214,92;199,66;214,92;106,58;199,66;261,08;214,92;-;228,27;214,92;214,92
11.04.2022;11:00;190,71;185,91;190,71;190,71;190,71;190,71;190,71;185,18;190,71;99,64;185,18;240,04;190,71;-;221,51;190,91;190,71
11.04.2022;12:00;187,85;181,71;187,85;187,85;187,85;187,85;187,85;182,02;187,85;95,77;182,02;224,08;187,85;-;196,1;187,85;187,85
11.04.2022;13:00;181,84;172,21;181,84;181,84;181,84;181,84;181,84;176,94;181,84;100,49;140,08;203,9;181,84;-;183,69;181,84;181,84
11.04.2022;14:00;179,98;170,29;179,98;179,98;179,98;179,98;179,98;176,18;179,98;107,84;140,01;189,29;179,98;-;199;179,98;179,98
11.04.2022;15:00;179,77;166,74;179,77;179,77;179,77;179,77;179,77;175,55;179,77;111,64;99,99;188,54;179,77;-;210,54;179,77;179,77
11.04.2022;16:00;182,86;174,89;182,86;182,86;182,86;182,86;182,86;179,86;182,86;120,43;140,02;203,47;182,86;-;227,13;185,4;182,86
11.04.2022;17:00;219,39;206,64;219,39;219,39;219,39;219,39;219,39;184,42;219,39;135,85;184,42;232,59;219,39;-;235,01;219,39;219,39
11.04.2022;18:00;263,32;242,89;263,32;263,32;263,32;263,32;263,32;187,49;263,32;173,55;187,49;280,07;263,32;-;263,32;263,32;263,32
11.04.2022;19:00;296,99;279,06;296,99;296,99;296,99;296,99;296,99;191,19;296,99;247,78;242,65;309,11;296,99;-;296,99;296,99;330,17
11.04.2022;20:00;290,37;278,32;290,37;290,37;290,37;290,37;290,37;197,44;290,37;290,37;245,06;296,08;290,37;-;290,37;290,37;352,61
11.04.2022;21:00;267,81;249,45;267,81;267,81;267,81;267,81;267,81;189,28;267,81;214,85;189,28;275,84;267,81;-;267,81;267,81;267,81
11.04.2022;22:00;247,99;226;247,99;247,99;247,99;247,99;247,99;187,26;247,99;160,86;140,03;261,88;247,99;-;247,99;247,99;247,99
11.04.2022;23:00;204,4;190,05;204,4;204,4;204,4;204,4;204,4;186,05;204,4;142,16;99,97;231,58;204,4;-;237,69;204,4;204,4
12.04.2022;00:00;192,9;183,31;186;192,9;192,9;220,26;192,9;186,72;199,03;146,37;100,02;206,39;192,9;-;238,07;199,03;199,03
