Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
08.01.2022;15:00;162,8;166,98;162,8;158,89;158,89;162,8;162,8;154,28;162,8;173,88;158,89;218;162,8;-;230;162,8;173,88
08.01.2022;16:00;161,34;175,12;161,82;161;161;161,73;161,9;156,34;172,04;200,89;161;227,75;200,89;-;242,67;172,04;200,89
08.01.2022;17:00;189,9;193,36;189,9;189,9;189,9;189,9;189,9;151,55;189,9;201,05;189,9;255,16;189,9;-;290;189,9;210,24
08.01.2022;18:00;170,71;186,32;198,45;170,71;170,71;189,16;200,3;148,37;177,11;187,08;170,71;259,8;177,11;-;300;177,11;188,85
08.01.2022;19:00;140,23;172,7;211,52;140,23;140,08;185,53;200;140,08;161,04;179,31;140,08;261,57;140,23;-;294,96;161,04;179,31
08.01.2022;20:00;102,54;153,52;127,97;102,54;105,07;159,47;232;128,05;162,02;162,02;105,07;242,47;162,02;-;283;162,02;162,02
08.01.2022;21:00;102,18;135,44;126,09;104,85;104,85;126,09;165,75;126,62;156,04;149,98;104,85;222,54;102,18;-;241,77;219,94;156,04
08.01.2022;22:00;102,29;130,46;123,94;104,8;104,8;123,73;149,61;123,19;156,1;126,06;104,8;215,78;102,29;-;233,56;219,91;156,1
08.01.2022;23:00;90,05;124,55;94,02;90,05;90,05;147,94;149,6;121,94;154,92;114,11;90,05;203,24;114,11;-;227;154,92;154,92
09.01.2022;00:00;85,03;114,1;104,62;85,03;85,03;109,18;141,32;125,33;117,32;98;85,03;219,26;85,03;-;215;200,93;117,32
09.01.2022;01:00;84,4;105,48;89,43;84,4;84,4;89,61;100;115,15;125,25;98,09;84,4;205,11;84,4;-;204,01;125,25;125,25
09.01.2022;02:00;80,24;98,86;80,24;80,24;80,24;80,24;80,24;111,68;120,02;98,1;80,24;195,97;80,24;-;197,61;120,02;120,02
09.01.2022;03:00;55,46;76,95;55,46;55,46;55,46;55,46;55,46;108,92;72,62;98;55,46;178,72;55,46;-;191;72,62;72,62
09.01.2022;04:00;49,29;70,25;45,82;49,29;49,29;45,82;49,29;102,63;62,51;91,79;49,29;177,77;49,29;-;182;62,51;62,51
09.01.2022;05:00;50,64;77,48;48,5;50,64;50,64;48,5;50,64;99,61;117,32;93,3;50,64;180,46;62,06;-;172;117,32;117,32
09.01.2022;06:00;74,29;94,66;74,29;74,29;74,29;74,29;74,29;101,66;125,24;93,94;74,29;200,41;74,29;-;176,33;150,97;125,24
09.01.2022;07:00;84,44;101,42;83,17;84,44;84,44;89,78;87;101,68;140,54;95,71;84,44;179,95;84,44;-;187,66;187,66;140,54
09.01.2022;08:00;97,26;114,52;97,26;97,26;97,26;104,79;99,94;111,87;175,57;97,26;97,26;183,99;97,26;-;190,66;190,66;175,57
09.01.2022;09:00;119,97;142,66;126,94;119,97;119,97;147,36;185,2;128,56;183,09;119,97;119,97;198,27;119,97;-;194,36;194,36;183,09
09.01.2022;10:00;134,96;151,88;135,57;134,96;134,96;149,48;163;134,96;189,09;134,96;134,96;223,77;134,96;-;215;215;189,09
09.01.2022;11:00;149,4;161,08;146,26;145,82;145,82;157,71;149,65;144,55;218,9;143,44;145,82;224,47;149,4;-;218,9;218,9;218,9
09.01.2022;12:00;165,13;169,09;165,65;157,14;157,14;167,63;166,7;148,67;208,96;141,21;157,14;224,66;165,13;-;218,34;218,34;208,96
09.01.2022;13:00;165,06;164,7;165,06;154,66;154,66;165,06;165,06;150,18;165,06;160,23;154,66;212,03;165,06;-;210,47;210,47;165,06
09.01.2022;14:00;170,09;167,73;170,09;154,88;154,88;170,09;170,09;150,39;170,09;163,25;154,88;216,3;170,09;-;213,06;213,06;170,09
09.01.2022;15:00;189,04;177,99;189,04;158,37;158,37;189,04;189,04;153,77;189,04;164,96;158,37;218,88;189,04;-;223,35;223,35;189,04
09.01.2022;16:00;190,96;190,86;190,96;186,37;186,37;190,96;190,96;180,97;190,96;177,95;186,37;226,66;190,96;-;225,55;225,55;225,55
09.01.2022;17:00;223,3;219,95;223,3;223,3;223,3;223,3;223,3;216,15;223,3;181,47;223,3;235,39;223,3;-;257,35;223,3;257,35
09.01.2022;18:00;243,94;237,27;243,94;243,19;243,19;243,94;243,94;236,13;243,94;181,47;243,19;243,15;243,94;-;269,6;243,94;253,65
09.01.2022;19:00;240;223,53;240;209,65;209,65;240;240;199,93;240;186,55;209,65;243,36;240;-;269,36;240;242,94
09.01.2022;20:00;230,82;199,39;230,82;155,07;155,07;230,82;230,82;154,21;230,82;187,2;155,07;232,58;230,82;-;242,08;230,82;238,42
09.01.2022;21:00;214,02;189,2;214,02;159,38;159,38;214,02;214,02;150,46;214,02;162,78;159,38;219,76;214,02;-;222,8;214,02;214,02
09.01.2022;22:00;215,88;184,53;215,88;148,23;148,23;215,88;215,88;148,23;215,88;142,97;148,23;214,49;215,88;-;218,34;215,88;215,88
09.01.2022;23:00;203,8;174,83;203,8;144,79;144,79;203,8;203,8;144,79;203,8;113,15;144,79;211,83;203,8;-;203,8;203,8;203,8
10.01.2022;00:00;196,23;173,87;196,23;144,28;144,28;196,23;196,23;144,28;196,23;144,28;144,28;210,02;196,23;-;196,23;196,23;196,23
10.01.2022;01:00;191,85;168,46;191,85;138,09;138,09;191,85;191,85;138,09;191,85;138,09;138,09;203,33;191,85;-;191,85;191,85;191,85
10.01.2022;02:00;195,91;168,04;195,91;133,81;133,81;195,91;195,91;136,92;195,91;133,81;133,81;196,7;195,91;-;195,91;195,91;195,91
10.01.2022;03:00;186,66;164,91;186,66;136,44;136,44;186,66;186,66;139,06;186,66;136,44;136,44;195,86;186,66;-;186,66;186,66;186,66
10.01.2022;04:00;178,04;163,93;178,04;142,99;142,99;178,04;178,04;142,99;178,04;142,99;142,99;198,12;178,04;-;178,04;178,04;178,04
10.01.2022;05:00;191,65;177,47;191,65;152,09;152,09;191,65;191,65;152,09;191,65;176,18;152,09;209,37;191,65;-;192,15;191,65;191,65
10.01.2022;06:00;237,44;227,71;237,44;231,74;231,74;237,44;237,44;166,36;237,44;203,41;231,74;252,67;237,44;-;237,44;237,44;237,44
10.01.2022;07:00;299,95;287,47;299,95;299,95;299,95;299,95;299,95;249;299,95;216,23;299,95;297,29;299,95;-;299,95;299,95;299,95
10.01.2022;08:00;313,92;308,02;313,92;313,92;313,92;313,92;313,92;285,72;313,92;281,77;313,92;309,32;313,92;-;313,92;313,92;313,92
10.01.2022;09:00;315;313,63;315;315;315;315;315;304,92;315;315;315;309,99;315;-;315;315;315
10.01.2022;10:00;310,41;309,02;310,41;310,41;310,41;310,41;310,41;300,47;310,41;310,41;310,41;305,03;310,41;-;310,41;310,41;310,41
10.01.2022;11:00;310,08;308,63;310,08;310,08;310,08;310,08;310,08;300,16;310,08;310,08;310,08;304,02;310,08;-;310,08;310,08;310,08
10.01.2022;12:00;300;298,86;300;300;300;300;300;290,4;300;300;300;297,1;300;-;300;300;300
10.01.2022;13:00;297,01;294,51;297,01;297,01;297,01;297,01;297,01;280,03;297,01;297,01;297,01;286,5;297,01;-;297,01;297,01;297,01
10.01.2022;14:00;299,96;286,26;299,96;299,96;299,96;299,96;299,96;159,94;299,96;299,96;299,96;289,3;299,96;-;299,96;299,96;299,96
10.01.2022;15:00;306,45;289,32;300,78;291,3;306,45;302,73;291,3;169,4;305,26;306,45;306,45;295,99;306,45;-;305,26;305,26;306,45
10.01.2022;16:00;302,73;288,87;299,63;301,22;302,73;297,97;301,22;161,77;301,88;302,73;302,73;302,97;302,73;-;297,97;297,97;302,73
10.01.2022;17:00;315,47;300,85;313,2;309,9;315,47;313,79;309,9;163,17;314,98;315,47;315,47;322,5;315,47;-;313,79;313,79;315,47
10.01.2022;18:00;310,82;299,98;310,82;310,82;310,82;310,82;310,82;180,46;310,82;310,82;310,82;321,9;310,82;-;310,82;310,82;310,82
10.01.2022;19:00;294,98;282,85;294,98;294,98;294,98;294,98;294,98;155,04;294,98;294,98;294,98;301,44;294,98;-;294,98;294,98;294,98
10.01.2022;20:00;267,45;257,02;267,45;261,03;261,03;267,45;267,45;159,78;267,45;267,45;261,03;279,68;267,45;-;267,45;267,45;267,45
10.01.2022;21:00;242,29;228,01;242,4;211;242,23;242,23;211;162,66;242,23;212,75;242,23;257,17;242,23;-;242,23;242,23;242,23
10.01.2022;22:00;217,03;212,12;217,03;211,83;211,83;217,03;217,03;155,48;217,03;217,03;211,83;240,14;217,03;-;217,03;217,03;217,03
10.01.2022;23:00;195,83;181,98;197,57;150,09;150,09;198,93;190,9;150,09;196,61;195,83;150,09;225,79;195,83;-;198,93;196,61;195,83
11.01.2022;00:00;210,34;188,3;210,34;151,9;151,9;210,34;210,34;147,5;210,34;206,11;151,9;213,6;207,01;-;210,34;210,34;210,34
11.01.2022;01:00;202,42;182,03;202,42;148,05;148,05;202,42;202,42;143,76;202,42;198,87;148,05;203,48;202,42;-;202,42;202,42;202,42
11.01.2022;02:00;197,6;177,85;197,6;144,4;144,4;197,6;197,6;140,21;197,6;197,24;144,4;197,75;197,6;-;197,6;197,6;197,6
11.01.2022;03:00;193;175,03;193;144,15;144,15;193;193;139,97;193;193;144,15;194,96;193;-;193;193;193
11.01.2022;04:00;194,9;176,67;194,9;145,79;145,79;194,9;194,9;141,56;194,9;194,9;145,79;195,05;194,9;-;194,9;194,9;194,9
11.01.2022;05:00;204,45;184,6;204,45;151,49;151,49;204,45;204,45;147,1;204,45;203,78;151,49;203;204,45;-;204,45;204,45;204,45
11.01.2022;06:00;237,13;214;225,25;147,5;231,44;230,92;191,3;147,59;234,43;237,13;231,44;239,9;237,13;-;230,92;234,43;237,13
11.01.2022;07:00;298,68;258,23;275,35;161,33;291,51;286,61;208;152,28;293,52;293,52;291,51;293,37;293,52;-;286,61;289,9;293,52
11.01.2022;08:00;302,02;267,65;281,2;158,35;300,02;300,02;240,7;153,76;300,02;300,02;300,02;310,01;300,02;-;300,02;300,02;300,02
11.01.2022;09:00;297,16;271,67;297,16;158,12;297,16;297,16;297,16;153,54;297,16;297,16;297,16;299,43;297,16;-;297,16;297,16;297,16
11.01.2022;10:00;277,02;255,77;277,02;158,05;275,67;277,02;277,02;153,47;277,02;275,67;275,67;291,22;275,67;-;277,02;277,02;275,67
11.01.2022;11:00;266,43;242,7;257,27;160,83;264,4;261,69;230,8;156,17;264,4;264,4;264,4;280,97;264,4;-;261,69;264,4;264,4
11.01.2022;12:00;254,92;232,54;244,3;158,36;252,59;249,44;213,5;153,77;252,59;252,59;252,59;275,65;252,59;-;248,64;252,59;252,59
11.01.2022;13:00;248,89;232,56;246,58;157,6;248,38;247,7;239,9;153,02;248,38;248,38;248,38;271,51;248,38;-;247,7;248,38;248,38
11.01.2022;14:00;255,01;237,54;255,01;157,67;248,89;255,01;255,01;153,1;255,01;255,01;248,89;274,29;255,01;-;255,01;255,01;255,01
11.01.2022;15:00;277,9;254,77;277,9;158,56;271,23;277,9;277,9;153,96;277,9;277,9;271,23;280,11;277,9;-;277,9;277,9;277,9
11.01.2022;16:00;289,94;264,54;289,94;161,11;282,98;289,94;289,94;156,43;289,94;289,94;282,98;286,78;289,94;-;289,94;289,94;289,94
11.01.2022;17:00;316,4;288,42;316,4;173,63;308,81;316,4;316,4;168,6;316,4;316,4;308,81;314,39;316,4;-;316,4;316,4;316,4
11.01.2022;18:00;315,9;287,74;315,9;168,02;308,32;315,9;315,9;163,15;315,9;315,9;308,32;321,88;315,9;-;315,9;315,9;315,9
11.01.2022;19:00;309,2;275,79;309,2;157,99;279,2;309,2;309,2;153,4;309,2;309,2;279,2;308,73;309,2;-;309,2;309,2;309,2
11.01.2022;20:00;285,33;240,85;285,33;157,71;174,7;285,33;285,33;153,13;285,33;285,33;174,7;277,08;285,33;-;285,33;285,33;285,33
11.01.2022;21:00;245,44;208,39;244,75;158,21;158,21;245;238,2;153,63;245,3;198,45;158,21;247;245,3;-;245;245,3;245,3
11.01.2022;22:00;237,27;202,51;234,09;155,06;155,06;235,22;202,4;150,56;236,61;236,61;155,06;230,37;236,61;-;235,22;235,22;236,61
11.01.2022;23:00;212,49;186,06;211,69;149,7;149,7;211,84;190,1;145,36;212,24;204,57;149,7;217,22;204,57;-;211,84;211,84;204,57
12.01.2022;00:00;196,65;178,67;196,65;147,62;147,62;196,65;196,65;143,34;196,65;194,79;147,62;203,01;194,79;-;196,65;196,65;194,79
12.01.2022;01:00;187,1;171,97;187,1;145,09;145,09;187,1;187,1;140,88;187,1;183,98;145,09;199,14;183,98;-;187,1;187,1;183,98
12.01.2022;02:00;184,27;169,99;184,27;143,67;143,67;184,27;184,27;139,5;184,27;183,06;143,67;196,13;183,06;-;184,27;184,27;183,06
12.01.2022;03:00;179,58;166,64;179,58;143,41;143,41;179,58;179,58;139,25;179,58;177,35;143,41;190,56;177,35;-;179,58;179,58;177,35
12.01.2022;04:00;178,33;166,86;178,33;144,31;144,31;178,33;178,33;140,12;178,33;178,33;144,31;192,47;178,33;-;178,33;178,33;178,33
12.01.2022;05:00;193,5;176,88;193,5;146,02;146,02;193,5;193,5;141,79;193,5;193,5;146,02;204,88;193,5;-;193,5;193,5;193,5
12.01.2022;06:00;240,56;210,8;234,68;146,05;213,87;236,76;181,2;141,82;239,32;235,71;213,87;234,91;240,56;-;236,76;236,76;240,56
12.01.2022;07:00;273,18;247,35;273,18;150,93;266,63;273,18;273,18;146,56;273,18;234,7;266,63;289,53;273,18;-;273,18;273,18;273,18
12.01.2022;08:00;300,1;272,5;300,1;153,44;292,9;300,1;300,1;148,99;300,1;300,1;292,9;308,66;300,1;-;300,1;300,1;300,1
12.01.2022;09:00;292,74;266,07;292,74;150,4;285,71;292,74;292,74;146,04;292,74;292,74;285,71;302,43;292,74;-;292,74;292,74;292,74
12.01.2022;10:00;275,5;251,84;275,5;147,9;268,88;275,5;275,5;143,61;275,5;275,5;268,88;287,97;275,5;-;275,5;275,5;275,5
12.01.2022;11:00;258,65;237,91;258,65;144,38;252,44;258,65;258,65;140,19;258,65;258,65;252,44;275,71;258,65;-;258,65;258,65;258,65
12.01.2022;12:00;245,11;218,45;245,11;144,18;193,76;245,11;245,11;140;245,11;245,11;193,76;260,57;245,11;-;245,11;245,11;245,11
12.01.2022;13:00;232,08;201,43;232,08;143,19;143,19;232,08;232,08;139,04;232,08;232,08;143,19;254,63;232,08;-;232,08;232,08;232,08
12.01.2022;14:00;234,77;200,21;234,77;133,35;133,35;234,77;234,77;137,34;234,77;234,77;133,35;256,29;234,77;-;234,77;234,77;234,77
12.01.2022;15:00;240,01;203,48;240,01;132,59;132,59;240,01;240,01;136,55;240,01;240,01;132,59;263,92;240,01;-;240,01;240,01;240,01
12.01.2022;16:00;255;212,74;255;132,67;132,67;255;255;136,64;255;255;132,67;275,54;255;-;255;255;255
12.01.2022;17:00;284,82;232,96;284,82;139,38;139,38;284,82;284,82;136,54;284,82;284,82;139,38;298,94;284,82;-;284,82;284,82;284,82
12.01.2022;18:00;285,97;227,92;285,97;124,59;124,59;285,97;285,97;135,31;285,97;273,15;124,59;294,99;285,97;-;285,97;285,97;285,97
12.01.2022;19:00;269,03;210,4;269,03;105,78;105,78;269,03;269,03;132,85;269,03;233,53;105,78;285,56;269,03;-;269,03;269,03;269,03
12.01.2022;20:00;235,25;173,29;247,8;79,64;21,01;253,1;213,47;131,18;239,93;204,92;21,01;258,92;235,25;-;246,9;239,93;239,93
12.01.2022;21:00;191,5;148,3;213,72;100,03;20,14;222,79;170;130,71;200,08;132,07;20,14;230,09;191,5;-;222,79;200,08;200,08
12.01.2022;22:00;193,69;151,34;225;67,3;18,12;213,64;185;129,11;198,47;193,69;18,12;222,65;193,69;-;213,64;198,47;198,47
12.01.2022;23:00;172,18;134,35;192,36;44,75;13,62;200,22;181;127,81;180,06;140,29;13,62;211,97;172,18;-;200,22;180,06;180,06
13.01.2022;00:00;173,14;124,63;200;13,09;13,09;190;173,6;126,48;177,34;119,13;13,09;202,72;142,35;-;192,24;177,34;177,34
13.01.2022;01:00;161,69;121,63;188,9;11,4;11,4;188,72;174,4;124,75;169,1;101,04;11,4;195,12;161,69;-;188,72;169,1;169,1
13.01.2022;02:00;153,58;120,24;192,6;10,57;10,57;187,87;186,9;122,32;163,12;94,3;10,57;190,25;153,58;-;187,87;163,12;163,12
13.01.2022;03:00;147,07;118,96;200,9;10,47;10,47;182,88;184;121,44;160,1;93,64;10,47;187,11;147,07;-;186,57;160,1;160,1
13.01.2022;04:00;152,47;118,57;179;10,86;10,86;186,65;189,8;120,97;162,52;92,58;10,86;187,69;152,47;-;188;162,52;162,52
13.01.2022;05:00;171,26;123,48;187,06;13,23;13,23;187,42;173,5;121,52;175,6;101,05;13,23;201,17;171,26;-;198,24;175,6;198,24
13.01.2022;06:00;192,03;134,98;194,14;15,33;15,33;195,09;188,5;124,4;192,84;129,05;15,33;222,74;192,03;-;212,18;212,18;232,79
13.01.2022;07:00;215,24;150,56;227,8;21,01;21,01;236,26;191,91;129,9;220,82;112,02;21,01;259,19;215,24;-;236,26;236,26;285,93
13.01.2022;08:00;235,9;162,01;231,99;25,63;25,63;243,53;230;132,65;237,66;115,49;25,63;278,04;235,9;-;252,39;252,39;289,37
13.01.2022;09:00;219,99;158,84;243,09;25,62;25,62;257,58;191,95;133,31;230,38;119,38;25,62;274,67;219,99;-;257,58;257,58;262,26
13.01.2022;10:00;180,08;149,96;228,26;25,61;25,61;254,17;196;133,43;202,5;119,14;25,61;259,18;180,08;-;254,17;202,5;237,09
13.01.2022;11:00;170,16;142,47;209,23;24,22;24,22;230;187,8;132,82;188,38;131,21;24,22;244,94;170,16;-;230;188,38;228,01
13.01.2022;12:00;152,53;135,29;198,76;21,41;21,41;223,12;170;130,32;190,05;124,64;21,41;234,5;152,53;-;223,12;210,1;200,19
13.01.2022;13:00;134,13;133,76;200;18,22;18,22;214;170,8;129,97;207,41;134,13;18,22;226,23;134,13;-;214;207,41;207,41
13.01.2022;14:00;171,01;135,88;203,1;17,68;17,68;214,88;176;129,91;190,04;133,54;17,68;223,2;171,01;-;214,88;214,88;226,96
13.01.2022;15:00;201,59;146,57;226,89;18,82;18,82;221,65;199,9;129,81;214,36;133,66;18,82;227,95;201,59;-;221,65;221,65;247,71
13.01.2022;16:00;205,38;156,02;253,5;19,66;19,66;243,44;202,14;130,36;229,63;151,2;19,66;241,62;205,38;-;243,44;243,44;266,88
13.01.2022;17:00;220,3;170,68;267,3;36,3;36,3;266,3;238;130,23;234,15;146,98;36,3;265,32;220,3;-;266,3;266,3;288,42
13.01.2022;18:00;212,76;162,2;267,3;23,66;23,66;274;192,3;130,34;230,1;127,07;23,66;279,39;212,76;-;274;274;278,9
13.01.2022;19:00;210;156,58;250;19,82;19,82;262,95;192,3;128,99;224,89;117,83;19,82;275,99;210;-;262,95;262,95;262,95
13.01.2022;20:00;192,69;148,9;235,19;18,06;18,06;252,46;192,3;126,36;210,03;112,47;18,06;262,25;192,69;-;246,27;210,03;212,15
13.01.2022;21:00;164,46;138,48;211,58;17,82;17,82;230,1;186,9;126,16;183,93;132,16;17,82;234,56;164,46;-;230,1;183,93;186,24
13.01.2022;22:00;164,2;132,65;211,7;14,92;14,92;217,65;184,9;121,35;178,77;110,4;14,92;225,45;164,2;-;217,03;178,77;178,77
13.01.2022;23:00;122,09;118,78;190,2;11,49;11,49;207,99;177,7;118,31;146,37;97,08;11,49;212,4;122,09;-;207,99;146,37;146,37
14.01.2022;00:00;120,04;119,13;178,7;26,64;14,93;205;188;116,75;150,09;98,1;14,93;197,23;120,04;-;205;150,09;150,09
14.01.2022;01:00;110,03;113,5;168,75;23,8;12,56;199,96;161;113,55;165;89,52;12,56;191,77;110,03;-;199,96;165;165
14.01.2022;02:00;108,24;111,55;178,09;20,45;11,4;196,42;155,99;111,7;160,09;83,85;11,4;189,45;108,24;-;196,42;160,09;160,09
14.01.2022;03:00;107,46;109,47;163,33;19,81;11,42;192,77;155,92;110,9;160,05;82,74;11,42;188,38;107,46;-;192,77;160,05;160,05
14.01.2022;04:00;109,82;110,12;162,61;13,18;13,18;192,43;153;113,34;164,67;87,12;13,18;188,75;109,82;-;192,43;164,67;164,67
14.01.2022;05:00;140,52;116,22;168,19;16,96;16,14;197,6;162;120,35;156,67;88,22;16,14;195,58;140,52;-;197,6;179,9;156,67
14.01.2022;06:00;176,04;130,56;184,7;19,24;19,24;218,9;174,1;124,9;191,61;88,43;19,24;219,78;176,04;-;218,9;218,9;219,58
14.01.2022;07:00;190,97;155,88;239,38;44,86;44,86;259,24;198,5;128,56;210,05;106,89;44,86;246,46;190,97;-;259,24;239,9;261,78
14.01.2022;08:00;216,99;182,3;286,6;71,64;71,64;284,66;250,1;129,97;236,75;121,59;71,64;263,75;216,99;-;284,66;265,7;269,67
14.01.2022;09:00;196,91;177,94;274,72;68,73;68,73;292,5;240;129,97;224,91;127,8;68,73;264,39;196,91;-;292,5;270,6;230
14.01.2022;10:00;162,92;162,19;243,39;75,21;75,21;274,1;169,97;131,36;196,32;121,51;75,21;258,85;162,92;-;274,1;250,5;196,32
14.01.2022;11:00;160,04;155,64;229,81;76,85;76,85;256,54;162;129,95;188,71;112,12;76,85;242,28;160,04;-;256,54;244,1;188,71
14.01.2022;12:00;154,01;153,67;219,36;110,71;68,38;243,74;174,1;129,5;181,14;114,34;68,38;226,75;154,01;-;226,8;226,8;181,14
14.01.2022;13:00;152,29;145,57;200,04;125,5;52,07;217,97;161,7;129,25;172,04;121,51;52,07;216,84;152,29;-;217,97;217,97;172,04
14.01.2022;14:00;186,94;150,26;205,21;128,89;52,09;213,01;155,36;132,74;194,01;118,14;52,09;214,37;186,94;-;213,01;213,01;194,01
14.01.2022;15:00;217,18;167,24;219,15;132,04;70;220;214;135,99;217,95;121,72;70;221,61;217,18;-;220;220;241,56
14.01.2022;16:00;224,91;186,17;247,08;133,69;133,69;238,05;206,59;137,68;228,37;133,69;133,69;230,43;224,91;-;238,05;228,37;257,09
14.01.2022;17:00;262;206,08;262;141,68;141,68;262;262;141,68;262;141,81;141,68;248,36;262;-;262;262;267,59
14.01.2022;18:00;260,04;207,57;274,44;143,55;143,55;280,67;234,02;140,8;265,47;140,8;140,8;259,14;260,04;-;280,67;265,47;265,47
14.01.2022;19:00;234,32;188,56;255,9;145,49;145,49;269;192,51;141,27;243,35;121,58;70,02;255,19;234,32;-;269;243,35;243,35
14.01.2022;20:00;215,04;173,43;218,82;137,02;137,02;243,07;185,91;141,12;221,76;121,57;45,45;240,99;215,04;-;243,07;243,07;221,76
14.01.2022;21:00;204,39;166,49;219,16;145,63;145,63;225,61;177,08;141,41;209,96;97,2;44,21;221,1;204,39;-;225,61;209,96;209,96
14.01.2022;22:00;194,29;162,45;195,95;145,17;145,17;216,68;169;140,96;199,76;115,97;49,94;214,05;194,29;-;216,68;199,76;199,76
14.01.2022;23:00;184,9;151,95;186;144,7;144,7;205,96;161,2;140,51;190,05;89,63;20,47;203,3;184,9;-;205;190,05;190,05
15.01.2022;00:00;222,01;169,46;222,01;160,19;160,19;222,01;222,01;142,27;222,01;106,94;17,27;220,77;168,43;-;222,01;222,01;221,75
15.01.2022;01:00;205,08;158,89;211,1;144,75;144,75;214,92;189,91;140,55;207,24;93;16,79;214,18;170,62;-;214,92;207,24;177,91
15.01.2022;02:00;194,62;155,95;202,58;144,4;144,4;209,61;172;140,21;197,88;93,99;16,74;207,63;186,01;-;209,61;197,88;186,01
15.01.2022;03:00;182,64;150,72;190,11;144,44;144,44;196,7;161,2;140,25;185,7;92,98;17,35;202,06;182,64;-;196,7;185,7;182,64
15.01.2022;04:00;187,83;153,31;190,58;144,76;144,76;193,04;179,9;140,56;188,97;90,14;24,95;200,95;187,83;-;193,04;188,97;187,83
15.01.2022;05:00;190,58;157,49;198,1;146,42;146,42;195,05;181,9;142,18;191,55;87,5;50,07;202,6;190,58;-;195,05;191,55;190,58
15.01.2022;06:00;190,27;162,54;185,18;146,8;146,8;200,9;181,1;142,54;192,45;106,76;80,1;215,05;190,27;-;210;192,45;190,27
15.01.2022;07:00;204,46;177,67;200,1;147,22;147,22;217,21;191,7;142,95;207,11;134,02;134,02;228,37;204,46;-;217,21;207,11;207,11
15.01.2022;08:00;212,84;194,56;215,6;191,39;191,39;223,76;199,9;149,97;215,34;143,34;150,03;246,59;212,84;-;223,76;215,34;215,34
15.01.2022;09:00;230;221,35;230;230;230;230;230;169,92;230;205,01;200,07;249,8;230;-;230;230;230
15.01.2022;10:00;222,39;217,07;222,39;209,6;209,6;222,39;222,39;203,52;222,39;203,52;203,52;246,05;222,39;-;222,39;222,39;222,39
15.01.2022;11:00;214,92;210,76;214,92;202,3;202,3;214,92;214,92;196,43;214,92;202,3;202,3;238,08;214,92;-;214,92;214,92;214,92
15.01.2022;12:00;208,43;192,85;208,43;162,62;162,62;208,43;208,43;157,91;208,43;208,43;157,91;229,7;208,43;-;208,43;208,43;208,43
15.01.2022;13:00;200;185,97;200;157,61;157,61;200;200;153,04;200;200;153,04;224,33;200;-;200;200;200
15.01.2022;14:00;203,09;186,46;203,09;154,99;154,99;203,09;203,09;150,5;203,09;203,09;150,5;221,5;203,09;-;203,09;203,09;203,09
15.01.2022;15:00;213,98;202,59;213,98;179,91;179,91;213,98;213,98;179,91;213,98;213,98;179,91;225;213,98;-;213,98;213,98;213,98
15.01.2022;16:00;226,32;224,54;226,32;220,89;220,89;226,32;226,32;209,27;226,32;226,32;220,89;240,12;226,32;-;226,32;226,32;226,32
15.01.2022;17:00;260;250,2;260;253,76;253,76;260;260;159,54;260;260;253,76;271,34;260;-;260;260;260
15.01.2022;18:00;267,03;242,36;267,03;209,84;209,84;267,03;267,03;159,27;267,03;267,03;209,84;274,98;267,03;-;267,03;267,03;267,03
15.01.2022;19:00;261,41;222,33;261,41;153,67;153,67;261,41;261,41;153,67;261,41;261,41;153,67;262,44;261,41;-;261,41;261,41;261,41
15.01.2022;20:00;243,62;207,42;243,62;144,95;144,95;243,62;243,62;144,95;243,62;243,62;144,95;240,15;243,62;-;243,62;243,62;243,62
15.01.2022;21:00;220,1;190,8;224,3;148,55;148,55;227,85;210;144,24;221,96;187,44;144,24;221,6;220,1;-;227,85;221,96;221,96
15.01.2022;22:00;212,85;183,38;218,07;144,15;144,15;222,66;200,1;139,97;214,99;176,42;124,98;218,81;212,85;-;222,66;214,99;214,99
15.01.2022;23:00;209,41;168,3;213,42;141,99;141,99;217;199;137,88;211,07;134,07;34,97;210,48;209,41;-;217;211,07;209,41
16.01.2022;00:00;225,92;170,18;225,92;133,01;133,01;225,92;225,92;136,98;225,92;110,06;18,05;211,28;225,92;-;225,92;225,92;225,92
16.01.2022;01:00;216;162,54;216;132,17;132,17;216;216;136,12;216;90,25;16,97;200,23;216;-;216;216;216
